 TIME (ms)      HTR            TREF (K)       TC1 (K)        TC2 (K)        TC3 (K)        TC4 (K)        
 ============== ============== ============== ============== ============== ============== ============== 
  1.8388132E+10  1.0000000E+00  3.0609998E+02  3.1909998E+02  2.7909998E+02  2.9889996E+02  3.2469995E+02 
  1.8388627E+10 -9.9990000E+03  3.0419995E+02  3.1919995E+02  2.7929999E+02  2.9900000E+02  3.2489996E+02 
  1.8389066E+10 -9.9990000E+03  3.0389996E+02  3.1929999E+02  2.7959998E+02  2.9909998E+02  3.2500000E+02 
  1.8392535E+10 -9.9990000E+03  3.0509998E+02  3.2029999E+02  2.8159998E+02  2.9989996E+02  3.2579999E+02 
  1.8396017E+10 -9.9990000E+03  3.0619995E+02  3.2129999E+02  2.8309998E+02  3.0039996E+02  3.2609998E+02 
  1.8398188E+10 -9.9990000E+03  3.0679999E+02  3.2200000E+02  2.8400000E+02  3.0089996E+02  3.2629999E+02 
  1.8401665E+10 -9.9990000E+03  3.0750000E+02  3.2300000E+02  2.8539996E+02  3.0150000E+02  3.2659998E+02 
  1.8405147E+10 -9.9990000E+03  3.0809998E+02  3.2389996E+02  2.8659998E+02  3.0189996E+02  3.2679999E+02 
  1.8406887E+10 -9.9990000E+03  3.0829999E+02  3.2400000E+02  2.8700000E+02  3.0209998E+02  3.2669995E+02 
  1.8410365E+10 -9.9990000E+03  3.0859998E+02  3.2500000E+02  2.8819995E+02  3.0279999E+02  3.2700000E+02 
  1.8413834E+10 -9.9990000E+03  3.0889996E+02  3.2559998E+02  2.8919995E+02  3.0319995E+02  3.2709998E+02 
  1.8417316E+10 -9.9990000E+03  3.0900000E+02  3.2629999E+02  2.9009998E+02  3.0350000E+02  3.2719995E+02 
  1.8420797E+10 -9.9990000E+03  3.0919995E+02  3.2700000E+02  2.9109998E+02  3.0409998E+02  3.2739996E+02 
  1.8424705E+10 -9.9990000E+03  3.0929999E+02  3.2769995E+02  2.9189996E+02  3.0459998E+02  3.2759998E+02 
  1.8428187E+10 -9.9990000E+03  3.0929999E+02  3.2839996E+02  2.9269995E+02  3.0489996E+02  3.2779999E+02 
  1.8431668E+10 -9.9990000E+03  3.0929999E+02  3.2839996E+02  2.9309998E+02  3.0519995E+02  3.2800000E+02 
  1.8435138E+10 -9.9990000E+03  3.0929999E+02  3.2739996E+02  2.9369995E+02  3.0579999E+02  3.2829999E+02 
  1.8438615E+10 -9.9990000E+03  3.0929999E+02  3.2609998E+02  2.9409998E+02  3.0600000E+02  3.2850000E+02 
  1.8442097E+10 -9.9990000E+03  3.0929999E+02  3.2539996E+02  2.9429999E+02  3.0639996E+02  3.2889996E+02 
  1.8445578E+10 -9.9990000E+03  3.0929999E+02  3.2459998E+02  2.9459998E+02  3.0679999E+02  3.2909998E+02 
  1.8448617E+10 -9.9990000E+03  3.0929999E+02  3.2419995E+02  2.9479999E+02  3.0700000E+02  3.2939996E+02 
  1.8452095E+10 -9.9990000E+03  3.0919995E+02  3.2479999E+02  2.9489996E+02  3.0729999E+02  3.2989996E+02 
  1.8455564E+10 -9.9990000E+03  3.0919995E+02  3.2569995E+02  2.9450000E+02  3.0739996E+02  3.3009998E+02 
  1.8459046E+10 -9.9990000E+03  3.0919995E+02  3.2600000E+02  2.9359998E+02  3.0779999E+02  3.3059998E+02 
  1.8462085E+10 -9.9990000E+03  3.0909998E+02  3.2629999E+02  2.9079999E+02  3.0789996E+02  3.3100000E+02 
  1.8466767E+10 -9.9990000E+03  3.0859998E+02  3.2929999E+02  3.2429999E+02  3.2719995E+02  3.3589996E+02 
  1.8470244E+10 -9.9990000E+03  3.0709998E+02  3.3039996E+02  3.2689996E+02  3.2939996E+02  3.3619995E+02 
  1.8471105E+10 -9.9990000E+03  3.0689996E+02  3.3069995E+02  3.2709998E+02  3.2959998E+02  3.3629999E+02 
  1.8471977E+10 -9.9990000E+03  3.0679999E+02  3.3089996E+02  3.2739996E+02  3.2989996E+02  3.3639996E+02 
  1.8475454E+10 -9.9990000E+03  3.0629999E+02  3.3179999E+02  3.2859998E+02  3.3069995E+02  3.3669995E+02 
  1.8478936E+10 -9.9990000E+03  3.0609998E+02  3.3250000E+02  3.2919995E+02  3.3139996E+02  3.3679999E+02 
  1.8482405E+10 -9.9990000E+03  3.0600000E+02  3.3319995E+02  3.3000000E+02  3.3200000E+02  3.3709998E+02 
  1.8485887E+10 -9.9990000E+03  3.0609998E+02  3.3400000E+02  3.3100000E+02  3.3269995E+02  3.3729999E+02 
  1.8489364E+10 -9.9990000E+03  3.0619995E+02  3.3459998E+02  3.3159998E+02  3.3329999E+02  3.3759998E+02 
  1.8492846E+10 -9.9990000E+03  3.0650000E+02  3.3529999E+02  3.3229999E+02  3.3379999E+02  3.3769995E+02 
  1.8496315E+10 -9.9990000E+03  3.0669995E+02  3.3589996E+02  3.3309998E+02  3.3439996E+02  3.3800000E+02 
  1.8499797E+10 -9.9990000E+03  3.0700000E+02  3.3669995E+02  3.3389996E+02  3.3500000E+02  3.3819995E+02 
  1.8503274E+10 -9.9990000E+03  3.0729999E+02  3.3729999E+02  3.3469995E+02  3.3559998E+02  3.3839996E+02 
  1.8506756E+10 -9.9990000E+03  3.0759998E+02  3.3809998E+02  3.3529999E+02  3.3600000E+02  3.3859998E+02 
  1.8510225E+10 -9.9990000E+03  3.0800000E+02  3.3869995E+02  3.3600000E+02  3.3669995E+02  3.3889996E+02 
  1.8511106E+10 -9.9990000E+03  3.0809998E+02  3.3789996E+02  3.3489996E+02  3.3529999E+02  3.3750000E+02 
  1.8511974E+10 -9.9990000E+03  3.0819995E+02  3.3900000E+02  3.3639996E+02  3.3700000E+02  3.3900000E+02 
  1.8515448E+10 -9.9990000E+03  3.0850000E+02  3.3969995E+02  3.3679999E+02  3.3759998E+02  3.3919995E+02 
  1.8518925E+10 -9.9990000E+03  3.0879999E+02  3.4029999E+02  3.3779999E+02  3.3800000E+02  3.3939996E+02 
  1.8522407E+10 -9.9990000E+03  3.0919995E+02  3.4089996E+02  3.3829999E+02  3.3850000E+02  3.3959998E+02 
  1.8525884E+10 -9.9990000E+03  3.0950000E+02  3.4150000E+02  3.3909998E+02  3.3889996E+02  3.3979999E+02 
  1.8529358E+10 -9.9990000E+03  3.0979999E+02  3.4209998E+02  3.3969995E+02  3.3939996E+02  3.3989996E+02 
